Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Customer 1,15 reviews,GB,"Updated Aug 8, 2020","Great glasses backed up with amazing customer serviceFirstly let me start with the customer service and how amazing they are to deal with... my glasses arrived with a very small amount of damaged ( nothing major just a tiny little defect that i wasn't really complaining about more of a lit them know) i contacted customer service and explain my issue and the very same day they sent a replacement pair keeping me updated from start to finish even with a little follow-up email making sure I was 100% happy..... im that happy ive ordered another pair and some coloured lenses! The quality for the price is outstanding, they fit perfectly to my head and FINALLY a pair of glasses that with no interference with the helmet back! (The ratchet area at the back) they fit perfectly around your ears and the field of vision is excellent!! The small vents in the top of the lenses STOP the very annoying steam up issues most other glasses suffer with, also another key thing to mention is they don't fall off your head or slip down your nose! Honestly I wouldn't hesitate in the slightest to recommend these for the money they are excellentDate of experience: August 08, 2020",5,0.28,0.63
Rens Drooger,1 review,NL,"Jul 31, 2020","Sun glassesI have ordered several glasses from the Siroko webshop. They are different then the more expensive brands but still they fit very well. I’m from Holland and the glasses fit my head excellent. Almost every year I have to buy new glasses because of scratches. So I’m happy with this product.Date of experience: July 31, 2020",4,0.29,0.54
Jorrit Woodman,2 reviews,NL,"Jul 31, 2020","Order somewehere elseDespite all the comments, the sizes are still not correct. For Dutch people they are WAY too small. Eventhough the packaging looks nice, the glasses feel low quality. Overall, I would not recommend buying here. On top, you need to pay for your returns back to Spain.Date of experience: July 31, 2020",1,0.14,0.37
Mike Wilson,773 reviews,US,"Jul 20, 2020","I'm pretty happy with their jerseysI've ventured deeper into the world of cycling pretty recently and decided to finally try out the whole jersey thing. For whatever reason, as much as Siroko is more known for sunglasses, I found their jerseys to be good looking and have ordered 3 each at about $60-ish.  I'm not well experienced with jerseys, but I find these to be quite comfortable and well priced vs the big name brands.  Breathability could probably be improved a bit, and the zipper isn't my favorite, but those are probably my only complaints.  I'm not sure what I'm missing vs a e.g. Assos or Rapha or Castelli, but for the price these work well for me. I've ridden hours and hours in 100 degree heat and can honestly say that upper body comfort has never been an issue. Not bad for the price. These have a very ""aero"" fit which I like, but some will not.Date of experience: July 20, 2020",4,0.27,0.62
Bartek Hryniewiecki,698 reviews,IE,"Jul 9, 2020","Just not good enoughShipping was really quick and package is nice.I have ordered a jersey and sunglasses.For jerseys they have Asian sizes, I have checked measurements on the website and ordered XXL one (normally I wear L) . It is still too small!! Around shoulders and chest. Quality is ok. (If you find the right size)DO NOT BUY sunglasses from them. They were suppose to be photochromic (get darker when it's bright), they are only polarized. Overall quality is low, and you can find something much cheaper and better on ebay or amazon.Date of experience: July 09, 2020",2,0.15,0.46
Sirin Koca,27K reviews,NO,"Updated Jul 18, 2020","Amazing quality and design, fast deliveryI live in Oslo Norway, and ordered from Siroko for the first time. I was unsure but the online store looked serious and I also read the reviews which were good. I see that a few norwegians wrote bad reviews and tell you not to buy from Siroko or other international online stores. This is because Norway is a very very little country and they are afraid to loose customers. In Norway there is not a totally free market though they say there is. Its a little country run by traditional and nationalistic farmer mentality so that they can protect their communities. The government controls the most and have 1 shop for alcoholic beverages in the entire country which is called “ Vinmonopoli”. Yes, as you guessed, its monopoly. My experience with Siroko is over the top perfect. Very good design, good quality and delivered home within 3 days from Spain to Oslo, Norway. I bought 4 sports sunglasses, 2 running, 2 cycling. Very pleased!Date of experience: July 03, 2020",5,0.12,0.56
GraemeC,1 review,GB,"Jun 29, 2020","Siroko SunglassesI ordered a pair of K3 sunglasses to replace my Oakley's. At first I wasn’t sure and was a bit apprehensive about ordering a pair as I wasn’t sure on the quality of them, on reflection I am not sure what I was worried about as the quality, clarity and feel are fantastic. I am about to purchase a pair of K3S sunglasses and I doubt I will be returning to the over priced Oakley's anytime soon.Date of experience: June 29, 2020",5,0.28,0.78
Annie,1 review,GB,"Jun 25, 2020","Great companyBought some KS3s for running, they arrived within 2 days to the UK and for the price, they are very good!The day I received the product, i also received an email from Siroko checking in that I liked the product. I thought maybe it was automated, so I decided to respond with my feedback, and to my surprise, I recieved another response!Obviously not the best sunglasses in the world, but for €23, 5 star.Date of experience: June 25, 2020",5,0.65,0.54
Jakub Kollar,1 review,SE,"Jun 12, 2020","Amazing serviceI ordered K3 Iceland sunglasses for cycling. The package came extremely fast from Spain to Sweden, under 48 hours. DHL delivered the box early in the morning. I was surprised by how nice the packaging looked like - the box consisted of a hard case, soft pouch, two labels, extra ear buds and of course the sunglasses. However, I noticed the the sunglasses were badly scratched. This might have happened somewhere during the transfer, no idea. I contacted the customer service. They requested a picture which I sent immediately. Within few minutes new sunglasses were sent to my address without any extra charge. And now the best part - the package arrived in 23 hours! From Spain to Stockholm. Unbelievable. And the sunglasses fit perfectly, they look great. Thanks Siroko!Date of experience: June 12, 2020",5,0.21,0.54
Cock Prins,1 review,NL,"Jun 7, 2020","Delivery was good but the glasses are…Delivery was good but the glasses are to tight for me. Unfortunately it's not possible to adjust them.Put them on twice but will never wear them again.Date of experience: June 07, 2020",3,0.31,0.62
NelsonS,2 reviews,IT,"Jun 5, 2020","Great deal!What a deal! Three pairs of polarized Glasses for €70 (1 free pair). K3S Barcelona are light and stylish, nice sporting look. Also 2 other pairs Gijon and Evelyn are great for the beach.Arrived from Spain to Italy in 3 working days, awesome deal. Love love love.. looking at other lenses now.Date of experience: June 05, 2020",5,0.5,0.71
Helene Wechselberger,1 review,AT,"May 25, 2020","Glasses are good value for money and…Glasses are good value for money and customer service is great (had some tax issues with DHL and Siroko solved them for us)Date of experience: May 25, 2020",5,0.73,0.65
Linn Mari Nyhuus,2 reviews,NO,"May 25, 2020","I bought the bike sunglasses and it’s…I bought the bike sunglasses and it’s not a good quality in the glasses, so for me they are not usable: plus the shipping cost came some week after the sunglasses and the cost was approximately the same as the glasses itself. Not worth it!Date of experience: May 25, 2020",1,-0.23,0.36
Jesse,1 review,CA,"May 21, 2020","Great value and customer serviceI will join the recent positive reviews because of my good experience with Siroko. I ordered the K3 Africa with photochromic lens for mountain biking and they performed very well. The lens tint changed appropriately even with a visor on my helmet. I could see very well whether it was dark and cloudy, bright and sunny, or if I was in shaded trails. They keep my eyes protected and the lenses do not fog either thanks to vents at the top.Some people say the top of the K3 touches their forehead - this happened to me too if the arms were sitting on my ears. The key is to put the arms up a bit higher on your head so they angle forward. They will stay in place even on rough terrain.Unfortunately I forgot mine were on my head and when I took my hat off, they fell. I caught them before they could hit the ground, but the lens broke from the way I caught them against my body with my arm. Be careful with the lenses! I contacted Siroko and they said they will replace them! Very grateful for their support.I also want to say to be aware of customs charges. In my case, importing to Canada resulted in about $26 in customs fees, most of which was the broker fee. Still worth it.Overall great value for the money. I went with Siroko because I can't afford $250 big brand sunglasses but wanted good performance and eye protection. I am very happy with my decision.Date of experience: May 21, 2020",5,0.33,0.51
